date,site_id,day_of_week,week_number,month,is_holiday_period,forecast_demand,actual_demand,transactions_or_jobs_completed,scheduled_hours,actual_hours_worked,overtime_hours,agency_hours,absence_hours,service_level_score,customer_wait_time_or_delay_index,labour_cost_gbp,agency_cost_gbp,overtime_cost_gbp
2024-07-20,1,5,29,7,1,243.5,245.8,820,19.2,21.2,0.0,2.8,0.8,0.959,2.3,2472.77,510.3,0.0
2024-07-21,1,6,29,7,1,243.4,251.4,941,19.6,20.3,0.0,1.3,0.6,0.843,4.3,2373.97,219.21,0.0
2024-07-22,1,0,30,7,1,182.3,180.1,594,14.8,16.0,0.0,1.9,0.7,0.976,1.8,1967.58,348.51,0.0
2024-07-23,1,1,30,7,1,154.0,152.7,423,12.5,12.0,0.0,0.0,0.5,0.783,6.0,1370.92,0.0,0.0
2024-07-24,1,2,30,7,1,172.3,172.8,431,13.6,14.5,0.0,1.2,0.3,0.933,1.2,1816.8,213.75,0.0
2024-07-25,1,3,30,7,1,201.9,204.1,903,15.9,16.9,0.0,1.8,0.8,0.925,4.2,1956.86,333.36,0.0
2024-07-26,1,4,30,7,1,209.2,218.1,760,16.2,16.0,0.4,0.0,0.6,0.694,7.9,1830.62,0.0,68.64
2024-07-27,1,5,30,7,1,263.7,252.1,970,19.7,19.1,0.0,0.0,0.6,0.788,5.3,2379.53,0.0,0.0
2024-07-28,1,6,30,7,1,223.7,212.8,1000,15.8,17.2,0.3,1.5,0.4,0.844,6.5,1992.5,270.26,47.69
2024-07-29,1,0,31,7,1,186.1,179.7,469,14.4,13.7,0.0,0.0,0.7,0.858,4.0,1604.08,0.0,0.0
2024-07-30,1,1,31,7,1,155.5,155.0,591,12.1,13.1,0.0,1.6,0.6,0.939,3.5,1630.97,303.33,0.0
2024-07-31,1,2,31,7,1,155.9,151.9,408,12.8,12.5,0.0,0.0,0.3,0.947,2.2,1507.34,0.0,0.0
2024-08-01,1,3,31,8,1,226.7,217.6,942,18.4,17.9,0.0,0.0,0.5,0.905,3.9,2064.39,0.0,0.0
2024-08-02,1,4,31,8,1,244.1,248.9,746,20.3,21.4,0.0,1.6,0.5,0.924,3.1,2586.16,282.85,0.0
2024-08-03,1,5,31,8,1,286.9,283.4,1170,19.2,19.8,1.1,0.0,0.5,0.696,5.1,2408.2,0.0,199.16
2024-08-04,1,6,31,8,1,288.6,302.3,987,24.3,23.6,0.0,0.0,0.7,0.788,6.9,2864.46,0.0,0.0
2024-08-05,1,0,32,8,1,157.1,158.7,531,12.7,13.4,0.0,1.3,0.6,0.925,3.5,1599.71,217.78,0.0
2024-08-06,1,1,32,8,1,210.3,218.9,667,18.6,19.4,0.0,1.5,0.7,0.927,3.9,2388.75,270.26,0.0
2024-08-07,1,2,32,8,1,212.9,220.9,922,19.4,19.7,0.0,1.2,0.9,0.925,2.2,2285.97,221.49,0.0
2024-08-08,1,3,32,8,1,227.0,231.0,717,19.7,19.2,0.0,0.0,0.5,0.918,3.6,2340.05,0.0,0.0
2024-08-09,1,4,32,8,1,202.3,197.7,571,14.2,15.3,0.5,1.1,0.5,0.79,7.4,1822.56,207.06,81.29
2024-08-10,1,5,32,8,1,285.6,295.3,746,22.8,25.5,0.0,3.4,0.7,0.904,4.2,3131.93,644.07,0.0
2024-08-11,1,6,32,8,1,241.9,238.4,664,16.7,19.2,0.5,2.4,0.4,0.859,3.9,2353.52,447.22,89.09
2024-08-12,1,0,33,8,1,145.6,147.1,651,12.6,12.1,0.0,0.0,0.5,0.941,3.5,1432.35,0.0,0.0
2024-08-13,1,1,33,8,1,184.7,178.7,483,13.9,13.3,0.0,0.0,0.6,0.791,4.3,1520.49,0.0,0.0
2024-08-14,1,2,33,8,1,195.5,187.6,549,16.7,16.0,0.0,0.0,0.7,0.955,3.8,1904.01,0.0,0.0
2024-08-15,1,3,33,8,1,171.5,174.9,699,14.8,14.4,0.0,0.0,0.4,0.921,2.0,1698.73,0.0,0.0
2024-08-16,1,4,33,8,1,213.9,220.4,824,16.0,17.0,0.5,1.1,0.6,0.788,3.9,2132.64,201.05,88.02
2024-08-17,1,5,33,8,1,287.1,299.1,889,21.2,21.6,1.0,0.0,0.6,0.683,9.5,2532.62,0.0,158.95
2024-08-18,1,6,33,8,1,246.9,248.5,638,17.8,19.4,0.4,1.6,0.4,0.755,8.4,2244.23,294.65,66.6
2024-08-19,1,0,34,8,1,202.5,209.0,702,17.5,19.1,0.0,2.1,0.5,0.922,1.7,2221.11,373.09,0.0
2024-08-20,1,1,34,8,1,165.0,162.6,650,13.7,15.2,0.0,2.0,0.5,0.965,2.1,1737.63,363.19,0.0
2024-08-21,1,2,34,8,1,202.7,193.6,531,14.9,16.4,0.0,2.1,0.6,0.956,2.8,1927.04,348.62,0.0
2024-08-22,1,3,34,8,1,168.9,160.7,568,13.8,13.2,0.0,0.0,0.6,0.951,3.5,1585.03,0.0,0.0
2024-08-23,1,4,34,8,1,193.1,190.5,618,15.0,16.0,0.0,1.4,0.4,0.949,1.2,1920.58,257.85,0.0
2024-08-24,1,5,34,8,1,281.7,268.6,769,18.3,20.5,0.8,2.0,0.6,0.794,5.4,2422.17,358.49,136.06
2024-08-25,1,6,34,8,1,261.8,265.6,725,20.6,20.2,0.0,0.0,0.4,0.753,6.2,2305.26,0.0,0.0
2024-08-26,1,0,35,8,1,214.2,223.2,774,17.7,19.6,0.0,2.6,0.7,0.926,1.7,2398.72,507.47,0.0
2024-08-27,1,1,35,8,1,166.1,159.7,645,13.6,13.3,0.0,0.0,0.3,0.931,4.3,1645.88,0.0,0.0
2024-08-28,1,2,35,8,1,192.1,185.0,676,14.3,15.6,0.0,1.7,0.4,0.947,3.4,1939.54,310.37,0.0
2024-08-29,1,3,35,8,1,191.0,183.1,813,16.3,15.6,0.0,0.0,0.7,0.933,2.4,1792.62,0.0,0.0
2024-08-30,1,4,35,8,1,216.6,211.5,622,14.5,16.4,0.8,1.8,0.7,0.806,6.6,1979.66,304.23,130.88
2024-08-31,1,5,35,8,1,350.4,364.5,890,28.5,29.7,0.0,2.4,1.2,0.945,3.1,3493.17,412.71,0.0
2024-09-01,1,6,35,9,1,219.3,220.4,727,16.5,16.3,0.5,0.0,0.7,0.691,8.1,2022.18,0.0,90.25
2024-09-02,1,0,36,9,0,137.1,139.5,547,11.1,10.7,0.0,0.0,0.4,0.83,5.8,1236.38,0.0,0.0
2024-09-03,1,1,36,9,0,132.5,131.1,557,10.8,11.7,0.0,1.3,0.4,0.963,2.3,1447.52,247.09,0.0
2024-09-04,1,2,36,9,0,150.2,153.3,672,13.7,13.0,0.0,0.0,0.7,0.937,2.7,1601.4,0.0,0.0
2024-09-05,1,3,36,9,0,121.8,120.4,427,9.9,11.0,0.0,1.3,0.2,0.949,1.0,1316.5,222.94,0.0
2024-09-06,1,4,36,9,0,171.5,166.8,631,11.6,12.7,0.0,1.6,0.5,0.848,4.2,1520.96,306.5,0.0
2024-09-07,1,5,36,9,0,215.6,223.4,777,16.4,16.3,0.4,0.0,0.5,0.773,6.4,1997.29,0.0,72.82
2024-09-08,1,6,36,9,0,163.0,170.7,672,13.5,14.6,0.0,1.7,0.6,0.908,3.0,1720.87,296.04,0.0
2024-09-09,1,0,37,9,0,118.2,121.1,312,10.5,11.3,0.0,1.3,0.5,0.975,1.7,1353.86,242.33,0.0
2024-09-10,1,1,37,9,0,134.2,131.9,551,10.3,10.1,0.0,0.0,0.2,0.9,5.2,1204.52,0.0,0.0
2024-09-11,1,2,37,9,0,132.0,128.4,576,9.9,10.5,0.0,0.8,0.2,0.914,2.8,1274.49,153.24,0.0
2024-09-12,1,3,37,9,0,146.1,144.1,411,11.7,11.1,0.0,0.0,0.6,0.852,5.4,1354.44,0.0,0.0
2024-09-13,1,4,37,9,0,165.6,168.0,476,12.4,13.3,0.0,1.4,0.5,0.835,4.5,1644.61,260.86,0.0
2024-09-14,1,5,37,9,0,167.5,172.8,477,12.4,13.5,0.5,1.0,0.4,0.814,4.1,1571.91,170.41,79.32
2024-09-15,1,6,37,9,0,161.6,160.2,688,10.8,10.9,0.6,0.0,0.5,0.712,6.2,1259.42,0.0,99.58
2024-09-16,1,0,38,9,0,122.1,123.5,377,10.0,9.6,0.0,0.0,0.4,0.856,3.8,1100.54,0.0,0.0
2024-09-17,1,1,38,9,0,120.3,120.1,345,9.4,9.1,0.0,0.0,0.3,0.879,2.4,1102.95,0.0,0.0
2024-09-18,1,2,38,9,0,142.0,140.9,440,10.9,12.2,0.0,1.5,0.2,0.915,3.8,1399.71,246.2,0.0
2024-09-19,1,3,38,9,0,145.0,144.2,575,12.7,12.2,0.0,0.0,0.5,0.945,3.8,1497.71,0.0,0.0
2024-09-20,1,4,38,9,0,156.3,158.5,551,12.5,11.9,0.0,0.0,0.6,0.907,3.8,1464.69,0.0,0.0
2024-09-21,1,5,38,9,0,199.3,200.9,564,15.8,15.1,0.0,0.0,0.7,0.825,3.6,1876.6,0.0,0.0
2024-09-22,1,6,38,9,0,191.7,186.9,815,13.1,14.7,0.6,1.3,0.3,0.827,4.0,1724.87,241.86,96.79
2024-09-23,1,0,39,9,0,146.2,143.6,391,11.5,11.2,0.0,0.0,0.3,0.871,4.4,1361.56,0.0,0.0
2024-09-24,1,1,39,9,0,129.7,133.8,529,11.1,12.0,0.0,1.4,0.5,0.978,2.9,1502.35,253.31,0.0
2024-09-25,1,2,39,9,0,148.9,155.8,410,12.7,13.3,0.0,1.1,0.5,0.901,3.3,1620.43,205.02,0.0
2024-09-26,1,3,39,9,0,134.5,131.4,340,10.4,10.7,0.0,0.6,0.3,0.909,3.9,1339.94,117.19,0.0
2024-09-27,1,4,39,9,0,140.4,141.3,368,10.4,11.4,0.0,1.3,0.3,0.897,4.2,1373.25,220.21,0.0
2024-09-28,1,5,39,9,0,197.6,193.1,623,15.7,15.2,0.0,0.0,0.5,0.863,3.6,1813.03,0.0,0.0
2024-09-29,1,6,39,9,0,195.9,191.7,757,15.0,14.4,0.0,0.0,0.6,0.831,5.9,1682.43,0.0,0.0
2024-09-30,1,0,40,9,0,119.0,117.4,390,9.9,9.6,0.0,0.0,0.3,0.926,1.9,1148.54,0.0,0.0
2024-10-01,1,1,40,10,0,117.2,122.5,368,10.3,10.0,0.0,0.0,0.3,0.928,2.0,1153.38,0.0,0.0
2024-10-02,1,2,40,10,0,128.5,122.1,566,9.4,9.1,0.0,0.0,0.3,0.903,3.5,1143.81,0.0,0.0
2024-10-03,1,3,40,10,0,152.5,159.0,458,12.5,13.3,0.0,1.3,0.5,0.955,1.9,1580.05,220.34,0.0
2024-10-04,1,4,40,10,0,140.6,145.0,549,10.8,10.4,0.0,0.0,0.4,0.809,6.4,1249.41,0.0,0.0
2024-10-05,1,5,40,10,0,188.4,186.4,585,14.1,14.6,0.0,1.1,0.6,0.899,4.6,1700.73,193.74,0.0
2024-10-06,1,6,40,10,0,197.7,190.6,854,14.5,15.5,0.0,1.5,0.5,0.916,3.5,1859.57,255.3,0.0
2024-10-07,1,0,41,10,0,115.5,111.9,429,8.8,9.0,0.0,0.6,0.4,0.953,2.1,1129.57,119.65,0.0
2024-10-08,1,1,41,10,0,107.1,108.1,479,9.7,10.4,0.0,0.9,0.2,0.928,2.4,1228.64,150.78,0.0
2024-10-09,1,2,41,10,0,118.5,117.7,330,10.5,11.0,0.0,0.8,0.3,0.925,1.4,1272.4,138.69,0.0
2024-10-10,1,3,41,10,0,120.9,120.2,442,9.6,10.1,0.0,0.8,0.3,0.928,4.8,1270.13,149.36,0.0
2024-10-11,1,4,41,10,0,149.2,145.3,377,10.1,11.1,0.0,1.3,0.3,0.859,4.0,1337.11,225.01,0.0
2024-10-12,1,5,41,10,0,174.7,168.8,650,11.7,12.9,0.5,1.3,0.6,0.81,4.0,1582.25,230.3,84.57
2024-10-13,1,6,41,10,0,170.0,176.8,695,14.4,15.8,0.0,2.0,0.6,0.951,2.8,1904.75,343.53,0.0
2024-10-14,1,0,42,10,0,120.4,124.5,392,10.9,10.5,0.0,0.0,0.4,0.908,3.7,1229.73,0.0,0.0
2024-10-15,1,1,42,10,0,118.1,120.7,519,10.3,11.3,0.0,1.4,0.4,0.971,3.4,1341.78,259.33,0.0
2024-10-16,1,2,42,10,0,140.1,135.3,514,10.6,11.4,0.0,1.3,0.5,0.955,1.9,1388.13,234.9,0.0
2024-10-17,1,3,42,10,0,118.5,117.4,450,9.9,10.6,0.0,0.9,0.2,0.936,2.4,1277.11,171.83,0.0
2024-10-18,1,4,42,10,0,163.0,156.1,465,11.3,11.7,0.0,0.9,0.5,0.856,4.9,1430.22,173.94,0.0
2024-10-19,1,5,42,10,0,204.3,205.5,635,15.7,15.1,0.0,0.0,0.6,0.863,3.7,1871.39,0.0,0.0
2024-10-20,1,6,42,10,0,194.5,190.0,715,14.8,14.3,0.0,0.0,0.5,0.854,4.6,1801.2,0.0,0.0
2024-10-21,1,0,43,10,0,126.7,130.5,546,11.3,12.1,0.0,1.2,0.4,0.951,2.3,1503.69,229.93,0.0
2024-10-22,1,1,43,10,0,119.0,119.3,305,9.8,10.1,0.0,0.6,0.3,0.941,2.4,1181.7,105.83,0.0
2024-10-23,1,2,43,10,0,131.0,132.0,329,11.7,12.3,0.0,0.9,0.3,0.951,3.5,1460.7,163.29,0.0
2024-10-24,1,3,43,10,0,118.1,117.0,421,9.7,9.2,0.0,0.0,0.5,0.91,4.0,1110.13,0.0,0.0
2024-10-25,1,4,43,10,0,164.8,171.3,651,12.3,11.9,0.0,0.0,0.4,0.803,3.6,1366.54,0.0,0.0
2024-10-26,1,5,43,10,0,208.1,209.2,868,15.2,15.1,0.3,0.0,0.4,0.699,7.6,1740.57,0.0,50.55
2024-10-27,1,6,43,10,0,193.6,187.6,507,13.5,14.6,0.3,1.4,0.6,0.875,4.1,1676.87,256.5,50.05
2024-10-28,1,0,44,10,0,115.3,109.7,365,8.6,8.4,0.0,0.0,0.2,0.878,3.7,983.38,0.0,0.0
2024-10-29,1,1,44,10,0,131.6,135.2,346,10.7,10.4,0.0,0.0,0.3,0.873,5.1,1288.95,0.0,0.0
2024-10-30,1,2,44,10,0,140.6,137.3,591,10.6,10.3,0.0,0.0,0.3,0.857,2.9,1239.8,0.0,0.0
2024-10-31,1,3,44,10,0,118.6,118.1,523,9.5,9.0,0.0,0.0,0.5,0.853,5.5,1081.28,0.0,0.0
2024-11-01,1,4,44,11,0,198.3,208.2,685,17.0,18.2,0.0,1.6,0.4,0.951,3.0,2076.4,268.53,0.0
2024-11-02,1,5,44,11,0,233.4,225.3,1008,17.0,17.5,0.0,1.1,0.6,0.836,5.9,2079.62,194.64,0.0
2024-11-03,1,6,44,11,0,214.9,214.3,844,17.1,18.7,0.0,1.9,0.3,0.921,3.8,2248.57,356.31,0.0
2024-11-04,1,0,45,11,0,127.3,128.8,556,11.2,12.2,0.0,1.5,0.5,0.953,1.2,1420.31,263.72,0.0
2024-11-05,1,1,45,11,0,157.4,164.0,425,14.6,16.3,0.0,2.0,0.3,0.924,1.2,1958.2,375.38,0.0
2024-11-06,1,2,45,11,0,144.0,140.1,570,12.5,12.0,0.0,0.0,0.5,0.931,2.2,1377.84,0.0,0.0
2024-11-07,1,3,45,11,0,172.8,180.6,540,15.0,16.0,0.0,1.6,0.6,0.96,3.2,1846.68,276.09,0.0
2024-11-08,1,4,45,11,0,165.4,161.8,452,11.7,12.8,0.0,1.5,0.4,0.846,3.8,1539.38,264.1,0.0
2024-11-09,1,5,45,11,0,241.0,251.0,748,18.2,20.4,0.6,2.3,0.7,0.882,3.5,2369.75,414.47,95.73
2024-11-10,1,6,45,11,0,228.8,234.4,580,16.9,16.8,0.5,0.0,0.6,0.769,5.0,1925.74,0.0,78.67
2024-11-11,1,0,46,11,0,150.3,150.8,379,11.6,12.1,0.0,0.9,0.4,0.879,3.9,1434.47,153.36,0.0
2024-11-12,1,1,46,11,0,114.7,112.5,493,9.9,9.6,0.0,0.0,0.3,0.934,2.2,1128.54,0.0,0.0
2024-11-13,1,2,46,11,0,161.3,167.9,438,13.9,15.0,0.0,1.5,0.4,0.921,4.8,1827.61,280.01,0.0
2024-11-14,1,3,46,11,0,135.8,137.0,351,12.0,12.7,0.0,1.1,0.4,0.978,1.0,1473.03,195.42,0.0
2024-11-15,1,4,46,11,0,191.7,187.5,727,13.0,13.6,0.0,1.1,0.5,0.896,3.9,1654.18,208.46,0.0
2024-11-16,1,5,46,11,0,214.9,220.8,585,16.1,16.2,0.7,0.0,0.6,0.7,6.4,1939.9,0.0,123.93
2024-11-17,1,6,46,11,0,179.5,178.7,670,12.8,13.9,0.5,1.0,0.4,0.816,5.4,1730.95,177.38,85.12
2024-11-18,1,0,47,11,0,136.7,134.0,550,10.7,11.9,0.0,1.4,0.2,0.951,2.8,1460.01,263.88,0.0
2024-11-19,1,1,47,11,0,150.6,147.9,573,12.3,13.4,0.0,1.5,0.4,0.972,1.6,1535.43,241.65,0.0
2024-11-20,1,2,47,11,0,141.9,138.7,632,11.1,11.3,0.0,0.7,0.5,0.941,2.9,1322.15,126.89,0.0
2024-11-21,1,3,47,11,0,137.1,139.9,614,11.2,10.9,0.0,0.0,0.3,0.843,5.7,1247.46,0.0,0.0
2024-11-22,1,4,47,11,0,192.0,185.5,619,14.2,15.1,0.0,1.5,0.6,0.905,4.4,1875.39,297.38,0.0
2024-11-23,1,5,47,11,0,227.6,237.0,862,18.3,17.7,0.0,0.0,0.6,0.806,6.3,2110.11,0.0,0.0
2024-11-24,1,6,47,11,0,207.1,215.9,926,17.0,16.5,0.0,0.0,0.5,0.807,6.0,2052.1,0.0,0.0
2024-11-25,1,0,48,11,0,135.2,132.3,374,11.1,11.6,0.0,0.9,0.4,0.956,3.6,1337.61,158.22,0.0
2024-11-26,1,1,48,11,0,122.9,120.0,374,9.9,10.8,0.0,1.2,0.3,0.923,3.5,1253.99,201.22,0.0
2024-11-27,1,2,48,11,0,137.5,131.2,418,11.8,12.2,0.0,1.0,0.6,0.948,3.6,1409.28,164.6,0.0
2024-11-28,1,3,48,11,0,181.6,174.5,662,13.7,13.1,0.0,0.0,0.6,0.866,3.9,1557.62,0.0,0.0
2024-11-29,1,4,48,11,0,173.4,167.5,539,11.3,11.7,0.0,0.8,0.4,0.742,6.7,1466.35,141.3,0.0
2024-11-30,1,5,48,11,0,260.0,256.1,798,19.8,20.6,0.0,1.6,0.8,0.944,2.5,2513.67,288.96,0.0
2024-12-01,1,6,48,12,0,220.0,230.5,745,16.6,17.8,0.5,1.1,0.4,0.803,6.0,2081.73,195.85,86.85
2024-12-02,1,0,49,12,0,131.4,129.4,483,10.8,11.7,0.0,1.2,0.3,0.936,1.6,1381.06,221.09,0.0
2024-12-03,1,1,49,12,0,136.5,134.0,591,10.9,10.6,0.0,0.0,0.3,0.89,2.5,1225.09,0.0,0.0
2024-12-04,1,2,49,12,0,155.0,151.7,409,11.7,11.3,0.0,0.0,0.4,0.9,2.2,1360.04,0.0,0.0
2024-12-05,1,3,49,12,0,166.2,164.8,744,12.8,13.5,0.0,1.3,0.6,0.955,2.2,1583.14,233.52,0.0
2024-12-06,1,4,49,12,0,181.1,183.8,596,12.6,13.5,0.0,1.2,0.3,0.837,4.9,1589.0,225.92,0.0
2024-12-07,1,5,49,12,0,253.0,262.3,793,19.6,20.3,0.3,1.2,0.8,0.906,2.3,2359.88,208.67,51.49
2024-12-08,1,6,49,12,0,205.5,199.5,532,15.4,16.5,0.0,1.7,0.6,0.926,3.1,2015.83,311.86,0.0
2024-12-09,1,0,50,12,0,121.4,118.2,425,9.9,9.5,0.0,0.0,0.4,0.916,3.9,1129.89,0.0,0.0
2024-12-10,1,1,50,12,0,148.6,154.6,547,12.5,12.0,0.0,0.0,0.5,0.857,3.5,1369.55,0.0,0.0
2024-12-11,1,2,50,12,0,152.5,149.1,512,12.2,13.3,0.0,1.5,0.4,0.928,2.2,1632.93,287.5,0.0
2024-12-12,1,3,50,12,0,166.5,165.9,626,12.8,14.2,0.0,1.8,0.4,0.916,3.9,1638.44,302.95,0.0
2024-12-13,1,4,50,12,0,183.0,181.8,547,14.2,13.7,0.0,0.0,0.5,0.848,4.5,1621.55,0.0,0.0
2024-12-14,1,5,50,12,0,211.7,219.3,887,15.8,15.7,0.4,0.0,0.5,0.715,6.3,1920.17,0.0,67.66
2024-12-15,1,6,50,12,0,226.3,232.9,791,16.3,16.2,0.7,0.0,0.8,0.769,5.8,1888.93,0.0,115.89
2024-12-16,1,0,51,12,1,176.6,182.1,705,15.6,16.4,0.0,1.5,0.7,0.93,3.9,1962.96,263.61,0.0
2024-12-17,1,1,51,12,1,166.2,170.5,624,14.9,14.5,0.0,0.0,0.4,0.909,3.9,1762.91,0.0,0.0
2024-12-18,1,2,51,12,1,199.9,200.5,819,17.0,16.3,0.0,0.0,0.7,0.941,3.2,1904.74,0.0,0.0
2024-12-19,1,3,51,12,1,179.8,177.3,706,14.0,14.8,0.0,1.1,0.3,0.914,2.4,1743.72,182.25,0.0
2024-12-20,1,4,51,12,1,201.3,208.9,737,15.4,15.6,0.6,0.0,0.4,0.762,5.0,1808.47,0.0,97.37
2024-12-21,1,5,51,12,1,302.2,290.3,759,23.5,22.8,0.0,0.0,0.7,0.798,4.8,2695.83,0.0,0.0
2024-12-22,1,6,51,12,1,242.1,231.0,818,18.4,19.1,0.0,1.5,0.8,0.932,3.3,2222.54,254.53,0.0
2024-12-23,1,0,52,12,1,177.9,185.4,743,16.4,15.8,0.0,0.0,0.6,0.937,2.2,1913.44,0.0,0.0
2024-12-24,1,1,52,12,1,172.9,174.9,500,15.5,15.1,0.0,0.0,0.4,0.946,1.4,1778.7,0.0,0.0
2024-12-25,1,2,52,12,1,212.4,205.1,947,16.3,15.8,0.0,0.0,0.5,0.79,5.7,1905.34,0.0,0.0
2024-12-26,1,3,52,12,1,154.8,151.7,431,13.5,13.0,0.0,0.0,0.5,0.921,2.9,1527.91,0.0,0.0
2024-12-27,1,4,52,12,1,216.4,216.2,605,16.2,16.1,0.3,0.0,0.4,0.685,8.9,1986.85,0.0,55.19
2024-12-28,1,5,52,12,1,282.3,277.9,911,22.6,21.7,0.0,0.0,0.9,0.846,5.3,2550.5,0.0,0.0
2024-12-29,1,6,52,12,1,237.9,232.9,837,17.7,17.0,0.0,0.0,0.7,0.815,5.8,2060.7,0.0,0.0
2024-12-30,1,0,1,12,1,171.8,170.7,619,14.3,15.1,0.0,1.1,0.3,0.955,2.0,1753.14,184.4,0.0
2024-12-31,1,1,1,12,1,158.9,151.6,469,13.3,12.8,0.0,0.0,0.5,0.919,3.0,1587.45,0.0,0.0
2025-01-01,1,2,1,1,1,161.3,154.6,556,12.3,13.1,0.0,1.1,0.3,0.935,2.2,1649.22,219.9,0.0
2025-01-02,1,3,1,1,1,166.6,164.4,665,12.9,12.5,0.0,0.0,0.4,0.83,4.1,1451.16,0.0,0.0
2025-01-03,1,4,1,1,1,164.6,167.2,538,11.8,11.7,0.2,0.0,0.3,0.728,8.2,1419.22,0.0,33.2
2025-01-04,1,5,1,1,1,268.5,267.0,856,20.9,21.9,0.0,1.6,0.6,0.928,1.3,2510.29,290.87,0.0
2025-01-05,1,6,1,1,1,173.3,181.3,748,13.3,14.2,0.2,1.1,0.4,0.788,4.7,1636.34,189.64,32.64
2025-01-06,1,0,2,1,0,93.8,90.9,278,7.9,8.3,0.0,0.8,0.4,0.963,1.3,956.93,137.2,0.0
2025-01-07,1,1,2,1,0,99.7,97.7,301,8.1,8.4,0.0,0.6,0.3,0.906,3.6,963.86,99.94,0.0
2025-01-08,1,2,2,1,0,135.9,137.3,454,11.3,11.0,0.0,0.0,0.3,0.877,4.7,1302.64,0.0,0.0
2025-01-09,1,3,2,1,0,145.5,145.3,642,12.8,12.2,0.0,0.0,0.6,0.923,3.5,1496.16,0.0,0.0
2025-01-10,1,4,2,1,0,140.1,147.0,456,10.0,9.6,0.0,0.0,0.4,0.758,6.1,1146.05,0.0,0.0
2025-01-11,1,5,2,1,0,185.1,194.2,552,13.4,13.6,0.7,0.0,0.5,0.72,6.1,1713.39,0.0,121.49
2025-01-12,1,6,2,1,0,154.5,150.7,493,11.4,12.6,0.0,1.6,0.4,0.924,1.6,1532.29,306.02,0.0
2025-01-13,1,0,3,1,0,98.5,99.5,427,8.2,8.0,0.0,0.0,0.2,0.889,2.4,946.35,0.0,0.0
2025-01-14,1,1,3,1,0,123.9,121.1,393,9.4,9.0,0.0,0.0,0.4,0.854,4.5,1106.86,0.0,0.0
2025-01-15,1,2,3,1,0,133.7,135.8,508,12.0,11.4,0.0,0.0,0.6,0.925,3.9,1387.78,0.0,0.0
2025-01-16,1,3,3,1,0,144.7,151.2,485,13.2,13.6,0.0,1.0,0.6,0.98,2.1,1656.51,187.13,0.0
2025-01-17,1,4,3,1,0,132.9,137.3,390,11.0,12.1,0.0,1.4,0.3,0.905,3.0,1514.46,265.01,0.0
2025-01-18,1,5,3,1,0,182.8,181.6,607,13.0,14.4,0.3,1.6,0.5,0.861,3.9,1767.63,288.9,50.62
2025-01-19,1,6,3,1,0,172.1,168.1,696,11.8,12.6,0.6,0.7,0.5,0.703,6.7,1510.4,130.66,97.16
2025-01-20,1,0,4,1,0,125.5,131.2,518,11.7,12.5,0.0,1.2,0.4,0.959,3.0,1438.78,216.3,0.0
2025-01-21,1,1,4,1,0,104.2,100.3,429,8.8,8.4,0.0,0.0,0.4,0.916,3.0,1011.77,0.0,0.0
2025-01-22,1,2,4,1,0,128.7,124.5,561,10.4,10.1,0.0,0.0,0.3,0.912,3.4,1164.82,0.0,0.0
2025-01-23,1,3,4,1,0,129.0,132.9,358,11.1,10.8,0.0,0.0,0.3,0.904,3.0,1319.7,0.0,0.0
2025-01-24,1,4,4,1,0,144.1,151.3,367,10.3,10.0,0.0,0.0,0.3,0.812,4.9,1189.45,0.0,0.0
2025-01-25,1,5,4,1,0,164.6,161.7,694,12.2,12.8,0.0,1.0,0.4,0.844,3.5,1555.36,191.38,0.0
2025-01-26,1,6,4,1,0,151.4,155.7,557,11.0,12.0,0.6,0.8,0.4,0.804,3.8,1450.11,143.92,100.6
2025-01-27,1,0,5,1,0,119.8,117.2,518,9.5,9.3,0.0,0.0,0.2,0.895,4.5,1118.1,0.0,0.0
2025-01-28,1,1,5,1,0,106.9,108.0,346,8.3,8.8,0.0,0.9,0.4,0.936,2.2,1105.8,172.39,0.0
2025-01-29,1,2,5,1,0,110.7,105.9,354,8.4,8.1,0.0,0.0,0.3,0.854,4.7,937.91,0.0,0.0
2025-01-30,1,3,5,1,0,107.1,111.7,320,9.6,10.7,0.0,1.3,0.2,0.929,2.6,1330.57,236.86,0.0
2025-01-31,1,4,5,1,0,157.3,162.8,629,12.4,12.0,0.0,0.0,0.4,0.887,4.5,1410.43,0.0,0.0
2025-02-01,1,5,5,2,0,189.3,190.9,476,14.7,15.6,0.0,1.6,0.7,0.928,1.7,1946.37,315.83,0.0
2025-02-02,1,6,5,2,0,141.4,142.8,474,10.5,11.6,0.3,1.2,0.4,0.848,5.5,1406.7,205.73,51.53
2025-02-03,1,0,6,2,0,117.1,118.5,295,10.0,9.6,0.0,0.0,0.4,0.904,3.0,1115.11,0.0,0.0
2025-02-04,1,1,6,2,0,111.3,108.7,436,8.4,9.2,0.0,1.1,0.3,0.947,2.9,1073.92,194.67,0.0
2025-02-05,1,2,6,2,0,106.7,110.8,361,9.4,9.8,0.0,0.7,0.3,0.955,1.4,1205.01,127.71,0.0
2025-02-06,1,3,6,2,0,110.8,107.6,431,8.6,8.2,0.0,0.0,0.4,0.897,4.8,970.39,0.0,0.0
2025-02-07,1,4,6,2,0,133.2,134.3,533,10.3,11.2,0.0,1.2,0.3,0.925,1.3,1303.05,216.94,0.0
